Address,Address Missing,Email Address,Email Missing,License Validity,Name,Negative Status,Official Representative,Representative Missing,Status,Tel No/s,Telephone Missing,Website,Website Missing
"SUITE 604 JALANDONI BLDG 1444 A.MABINI ST ERMITA, MANILA",False,,True,1/1/1950 to 7/25/1986,JOMO MARITIME MANAGEMENT INC  Manning Agency,True,MR RENIE M MODELO,False,Forever Banned,,True,,True
"U1 & U2 (GF), F.BENITEZ TOWN HOMES 1695 F.BENITEZ  MALATE, MANILA",False,jones_intl@pldtdsl.net,False,2/10/2015 to 2/9/2019,JONES INT`L MANP. SVCS. INC.(FOR. JONES SPCL MNGT TRDG & MANP SVCS) Private Employment Agency,False,MR EDWARD G CUE,False,Valid License,5225156 /5227006/5253219,False,,True
"3F & 4F, THRIFTY REALTY BLG, 1927 SAN MARCELINO ST MALATE, MANILA",False,jopmancorp@yahoo.com,False,1/8/2015 to 1/7/2019,JOPMAN CORPORATION (FOR EXPLICIT CORP) Private Employment Agency,False,MARIA CARMENCITA N CUVIN,False,Valid License,5254661 OR 62 /5254666/ 0920-9582016,False,,True
5/F L & S BLDG 1500 ROXAS BLVD ERMITA MANILA,False,,True,7/3/1996 to 6/22/1998,JOSCAR SHIPPING COMPANY INC  Philippine Registered Vessel,True,MR VICTORINO A BASCO,False,Expired,,True,,True
"G/F & 2/F, MI TESORO FAMILIA BLG, 4334 GEN. TINIO  BANGKAL, MAKATI",False,joselineintl@gmail.com/ joseline@jimc.asia,False,8/7/2014 to 8/6/2018,JOSELINE INTERNATIONAL MANPOWER CORPORATION (FORMERLY PARAS ENTERPRISES) Private Employment Agency,False,,True,Valid License,4581067,False,www.joselineintlmanpower.com.ph,False
"RM 202, KBC BLG, 353 J.P. RIZAL ST, BGY OLYMPIA MAKATI",False,jovialagency@gmail.com,False,12/29/2007 to 12/28/2011,JOVIAL PROMOTION & PLACEMENT AGENCY Private Employment Agency,True,JUDE S. JUNSAY,False,Cancelled,3924556,False,,True
"4443 CALATAGAN ST.,PALANAN MAKATI CITY",False,,True,4/8/2002 to 9/4/2003,JOVIC INTERNATIONAL PROMOTION Private Employment Agency,True,VICENTE T BANZUELA,False,Delisted,8333856 / 7285722,False,,True
"SUITE 602, BEL-AIR APT 1020 ROXAS BLVD ERMITA, MANILA",False,jims_manpower@yahoo.com,False,11/17/2011 to 11/16/2015,JOVINERIA INTERNATIONAL MANPOWER SERVICES Private Employment Agency,True,JOSEPHINE R. SALAZAR,False,Cancelled,5241465/4845851,False,,True
3161 V.MAPA ST STA.MESA MANILA,False,,True,6/2/1996 to 6/1/1998,JP LUNA INTERNATIONAL BUSINESS VENTURE  Private Employment Agency,True,MR JUAN P LUNA,False,Delisted,7138320,False,,True
"1977 A.LINAO STREET MALATE, MANILA",False,admin@jphilmarine.com,False,11/28/2016 to 11/27/2020,"J-PHIL MARINE, INCORPORATED Manning Agency",False,EULALIO C. CANDAVA,False,Valid License,5227947/ 3030179-81,False,,True
"ROOM 305 GEDISCO TERRACE 1148 ROXAS BOULEVARD ERMITA, MANILA",False,info.jpm88@gmail.com,False,10/5/2017 to 10/5/2019,JPM88 INTERNATIONAL MANPOWER SERVICES CO Private Employment Agency,False,LJUBOMIR C TAMAYO,False,Valid License,(02) 5855961 / 09955119618 / 09086380938,False,jpm88manpower.com,False
"UA2 & F,GF,ECHELON TOWER, 2100 A. MABINI ST MALATE, MANILA",False,jpsrotana@yahoo.com,False,8/11/2014 to 8/10/2018,JPS (JOHN PAUL SEE) INTERNATIONAL RECRUITMENT AGENCY CORP Private Employment Agency,True,DANIEL I. CUEVAS,False,Cancelled,7947892/ 7947891 / 09975248184,False,www.jpsrecruitment.com.ph,False
"S-101,302,306 RAMON LIWAG BLDG 1258 BATANGAS ST MK",False,,True,11/6/1991 to 11/6/1995,JR MANPOWER AND DEVELOPMENT SERVICES COMPANY Service Contractor,True,MR RENATO B PARAS,False,Delisted,852373 / 851874,False,,True
2F RMS 9-10 RENADAR BLDG 1360 L.GUINTO ERMITA MLA.,False,,True,3/12/1996 to 9/11/1996,JRP MANPOWER SERVICES  Private Employment Agency,True,JANET PARRENO,False,Delisted,,True,,True
RM.303-305 TRADE CTR BLDG P.FAURA ERMITA MLA,False,,True,9/14/1994 to 3/14/1995,JRS PLACEMENT SERVICES INC  Private Employment Agency,True,MR EDROLEEN P SANTOS,False,Delisted,5210459 / 5210461,False,,True
"2646-H TAFT AVE MALATE, MANILA",False,info@jrtmagica.com/jrtmagica_intl@hotmail.com,False,5/7/2015 to 5/6/2019,JRT MAGICA INTERNATIONAL PLACEMENT AND GENERAL SERVICES CORPORATION Private Employment Agency,False,MA. CONCEPCION T. CODOG,False,Valid License,5260031/ 5232023/ 09228375309/ 09088144112,False,www.jrtmagica.com,False
"GF&2F JS CON BLG,423 MAGALLANES & BEATERIO, INTRA INTRAMUROS, MANILA",False,jsrecruitment@jscon.com.ph,False,3/8/2016 to 3/7/2020,JS CONTRACTOR INCORPORATED Construction Contractor,False,MS MARY JEAN BORRA,False,Valid License,5277955 TO 57 / 5277958 to 59 / 09188038534,False,www.jscon.com.ph,False
"2F, 3F & 4/F, IBAÃ‘EZ BLDG, 962-968 PRES QUIRINO AV MALATE, MANILA",False,jscglobalrecruitment@gmail.com,False,3/6/2014 to 3/6/2018,JSC GLOBAL RECRUITMENT SERVICES INC. Private Employment Agency,False,JAIME S. CINCO,False,Valid License,2473126/3104519/ 3109917/ 09178871439/ 09998838179,False,,True
"GF&2F DON JOSE BLDG 533 A FLORES ST ERMITA, MANILA",False,,True,10/17/2003 to 10/16/2007,JSD INTERNATIONAL EMPLOYMENT AGENCY CORPORATION Private Employment Agency,True,ROSALINDA S DAVID,False,Cancelled,5214250 / 4006602,False,,True
"GF & 2F, 2011 A. MABINI STREET MALATE, MANILA",False,jslinterplacementservices@yahoo.com,False,5/1/2015 to 4/30/2019,JSL INTERPLACEMENT SERVICES Private Employment Agency,False,JULIO M SALAZAR,False,Valid License,891-6576/251-4420/ 09399307044,False,www.jslinterplacement.com,False
"S603 6F PARC HOUSE II CONDO 21 EDSA GUADALUPE NUEVO, MAKATI",False,,True,5/28/2002 to 5/27/2004,JSM INTERNATIONAL MANPOWER GROUP INC Private Employment Agency,True,JUN S MANGUNDAYAO,False,Delisted,8817864,False,,True
1786-E TAFT AVE PASAY CITY,False,,True,12/6/1996 to 12/5/1998,JSS INDOCHINA CORPORATION (WE CARE PERSONNEL SVCS CORP ) Private Employment Agency,True,PABLO R DY JR,False,Delisted,5124636 / 866919,False,,True
1989 LEON GUINTO ST MALATE MANILA,False,,True,to 8/24/1986,JT SKILLED LABOR CENTER  Private Employment Agency,True,MR JOSE T TAPANG,False,Forever Banned,594638 / 571683,False,,True
"RMS 603 & 708, DOÃ‘A FELISA SYJUCO BLDG, 1872 REMED MALATE, MANILA",False,admin@jtcmanpower.com,False,2/1/2016 to 1/31/2020,"JTC INTERNATIONAL MANPOWER SERVICES, INC Private Employment Agency",False,CATHERINE A VERGARA,False,Valid License,5541356/ 5541437/ 5541404,False,jtcmanpower.com,False
SUITE 5 MIDLAND PLAZA HOTEL M.ADRIATICO ERMITA,False,,True,to 10/9/1985,JTK MANPOWER EXPERTS  Private Employment Agency,True,MR VIRGILIO KAWACHI,False,Cancelled,8313517,False,,True
"5F, 1377 A MABINI STREET CORNER STA MONICA ERMITA, MANILA",False,juansmartworkers@gmail.com,False,11/22/2016 to 11/22/2018,JUAN SMART MANPOWER PHILS CO Private Employment Agency,False,AMELITA E NUGUID,False,Valid License,3106232 / 09276677468,False,,True
27 ASTER ST WEST FAIRVIEW QUEZON CITY,False,,True,to 10/26/1985,JUNCARLO INTERNATIONAL SERVICES  Service Contractor,True,MS GUAT LEE N GANAN,False,Cancelled,900182,False,,True
S-602 L & S BLDG 1414 ROXAS BLVD MANILA,False,,True,4/19/1998 to 4/18/2000,JUNIPER SHIPPING COMPANY INC  Philippine Registered Vessel,True,MS ANGELITA T RIVERA,False,Inactive,5219744 / 5219567,False,,True
1049 METROPOLITAN AVE MAKATI METRO MANILA,False,,True,to 4/26/1984,JUPITER CONSTRUCTION CORPORATION  Construction Contractor,True,MRS AMALIA IKDAL,False,Inactive,859258 / 859314,False,,True
* NO. 18 MONTCLAIR ST. MERVILLE PARK SUBD. PQUE,False,,True,3/25/2002 to 3/23/2004,JUPITER MARITIME CORP  Manning Agency,True,CAPT AMADO V ROMILLO,False,Delisted,5273642 / 5273637,False,,True
G/F MARBELLA II BLDG 2071 ROXAS BLVD MANILA,False,,True,7/14/1992 to 7/13/1994,JURONG ENGINEERING PHILS INC  Service Contractor,True,MR RAYMOND J GARCIA,False,Delisted,5217311 / 5217312,False,,True
"706 FEDMAN BLDG SALCEDO ST LEGASPI VILLAGE, MAKATI",False,JUSERR@BROLINE.COM,False,9/29/2003 to 9/28/2007,JUSERR INTERNATIONAL MANPOWER SERVICES Private Employment Agency,True,REYNALDO M SAN PEDRO,False,Cancelled,8924028/ 8924049,False,WWW.JUSERR.4T.COM,False
"NO. 8A AGNO STREET, STA. MESA HEIGHTS QUEZON CITY",False,justjobinternationalcorp@gmail.com,False,4/17/2012 to 4/16/2016,JUSTJOB INTERNATIONAL CORP (FORMERLY: ORACLE MANPOWER AGENCY) Private Employment Agency,True,HORACIO D. LIM,False,Cancelled,749-5266/743-7718/ 516-3894,False,,True
2F & 3F GOTHARD BLDG 2127 MABINI ST MALATE MLA,False,,True,10/26/1988 to 10/26/1990,JVD PLACEMENT AGENCY  Private Employment Agency,True,JOSEFINA V VERGEL DE DIOS,False,Cancelled,571352,False,,True
"301-304&401-404 LETICIA BLG,1804 TAFT COR NAKPIL MALATE, MANILA",False,jvrplacement@gmail.com/annequiza2@gmail.com,False,6/24/2015 to 6/23/2019,"JVR PLACEMENT COMPANY, INC. Service Contractor",False,ANNELYN M QUIZA,False,Valid License,310-0095,False,www.jvrplacement.net,False
2/F ANSON ARCADE PASAY ROAD MAKATI METRO MANILA,False,,True,to 6/4/1983,JY SIBUG CONSTRUCTION  Construction Contractor,True,ENGR JOSE Y SIBUG,False,Cancelled,892627,False,,True
GERRY SO BLDG 8203 DR A SANTOS AVE BRGY SAN ISIDRO PARAÃ‘AQUE,False,,True,1/18/2018 to 1/18/2020,JZPT GLOBAL MANPOWER SERVICES Private Employment Agency,False,JONATHAN P TACAD,False,Valid License,,True,,True
5/F ML BLDG 47 KAMIAS ST QC,False,,True,to 5/30/1986,K & S INTERNATIONAL SERVICES  Private Employment Agency,True,MS ANITA F AMAGMA,False,Forever Banned,5217057,False,,True
"U 2&3 A FRANCISCO GOLD COND I 784 EDSA KAMIAS, QUEZON CITY",False,,True,4/14/2008 to 10/13/2008,K AND S RECRUITMENT/PLACEMENT AGENCY Private Employment Agency,True,LUIS G CENDANA,False,Cancelled,4337983,False,,True
"S 409 & 411, 4F, ERMITA CTR BLG, 1350 ROXAS BLVD ERMITA, MANILA",False,KGNPINT@HOTMAIL.COM,False,7/5/2011 to 7/4/2015,"K G & P INTERNATIONAL SERVICES, INC. Private Employment Agency",True,MR DIONISIO A TIZON,False,Cancelled,3536022 (TELEFAX),False,,True
1042 SAN MARCELINO ST ERMITA MANILA,False,,True,to 5/21/1988,K L SHIPPING AGENCIES INC  Manning Agency,True,MS TARCIANA H SANTOS,False,Delisted,571938,False,,True
KM.7 MIRAMAR HOUSE DOMESTIC ROAD PASAY CITY,False,,True,6/11/1980 to 10/15/1992,K SERVICES COMPANY  Private Employment Agency,True,MR HERNANDO G IMPERIAL,False,Delisted,8312081 / 8312647,False,,True
U-301 RAMAN CONDO 1130 P.TAMO MAKATI CITY,False,,True,7/7/1994 to 7/7/1996,K.G.W. INTERNATIONAL AGENCY INC.  Private Employment Agency,True,MS AMELITA O GAGAN,False,Delisted,8945781 / 8945731,False,,True
"GF & 2F ZL BDG, 834 E, ZOBEL COR. J.P. RIZAL STS MAKATI",False,kvinternational2003@yahoo.com,False,2/8/2007 to 2/7/2011,K.V. INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,True,ALICE U VILLAMOR,False,Delisted,8704900/7582940,False,,True
280-A UNIT 1 EL GRANDE AVE BF HOMES PARAÃ‘AQUE,False,JOSEPHUS_MACADAMIA@YAHOO.COM,False,6/19/2012 to 6/18/2016,KABAYAN KO OVERSEAS MANPOWER PLACEMENT Private Employment Agency,True,JOSEPHUS M. MACADAMIA,False,Cancelled,8204879,False,,True
"DELGADO BLDG BONIFACIO DRIVE PORT AREA, MANILA",False,,True,1/1/1950 to 1/1/1984,KAGITINGAN SHIPPING CORPORATION  Philippine Registered Vessel,True,MR CESAR P CARANDANG,False,Delisted,478541 / 478546,False,,True
"2ND FLOOR SHUDON BUILDING SAAC I BUAYA LAPU-LAPU CITY (OPON), CEBU",False,,True,12/15/2016 to 12/15/2018,KAI KONNECTIONS INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,False,JUVY G IKEUCHI,False,Valid License,3415301,False,,True
"U3,4&6 RUBLON BUS. CTR ORTIGAS AVE EXT CAINTA RIZA",False,,True,7/8/2003 to 7/7/2007,KAIZEN ADMINISTRATIVE AND MANPOWER SERVICES INC. Private Employment Agency,True,MR CRISLETON R ESCONDO,False,Cancelled,6553126 / 6569045,False,,True
NO.1 ANNEX ABLAZA BLDG 117 E.RODRIGUEZ AVE QUEZON CITY,False,,True,10/5/1994 to 10/4/1996,KALANTAR PHILIPPINES  Private Employment Agency,True,MS VICTORIA L ALCALA,False,Delisted,6418944 / 9608521,False,,True
479 QUIRINO AVE BACLARAN PARANAQUE M.M.,False,,True,to 6/28/1985,KALMAR CONSTRUCTION  Construction Contractor,True,MS ADELAIDA KALUBIRAN,False,Forever Banned,,True,,True
"1/F (LW), U-D,2/F (LW) & 3/F (RW) BELEN BLDG, 1787 MALATE, MANILA",False,maggie_lee_143@yahoo.com,False,4/30/2012 to 4/29/2016,KAN-YA INTERNATIONAL SERVICES CORP. Private Employment Agency,True,HOMER LAI LEE CHANG,False,Cancelled,516-3471/4005846,False,www.kan-yainternational.com,False
1/F AND 2/F 2275 F B HARRISON STREET PASAY CITY,False,kaojiinternational@gmail.com,False,2/28/2017 to 2/28/2019,KAOJI INTERNATIONAL GENERAL SERVICES CO Private Employment Agency,False,MELLANIE MANUEL-NAKAMURA,False,Valid License,8050473 / 099489203549,False,,True
"2F KALAYAAN BLDG SLCEDO COR DE LA ROSA SALCEDO VILLAGE, MAKATI",False,,True,8/31/2004 to 8/20/2007,KARA SHIPPING INC (FOR SINGA BULK CARRIERS INC) Philippine Registered Vessel,True,OLIMPIO AMPO JR,False,Expired,,True,,True
"M-1557 LUZ HENSON BLDG, A. MABINI STREET ERMITA, MANILA",False,,True,4/21/2008 to 4/20/2012,KARY INTERNATIONAL INC (FORMERLY GOLDEN GRAIN & GEN SERVICES & PROM CORP) Service Contractor,True,ICASIANO DELA ROSA LIBAO,False,Cancelled,3029175,False,,True
9TH FLR SORIANO BLDG AYALA AVE MAKATI METRO MANILA,False,,True,to,KAYAN RIVER TIMBER PRODUCTS  Service Contractor,True,KDM ASUNCION,False,Cancelled,,True,,True
"UNIT 709 7/F PRESTIGE TOWER EMERALD AVE ORTIGAS, PASIG CITY",False,,True,9/23/2005 to 9/23/2005,KCI WORLDWIDE MANNING CORPORATION Manning Agency,True,ANGEL S RACOMA,False,Delisted,6387964/6371582 loc 24,False,,True
"UNIT 102, TAFT OFFICE CENTER, 1986 TAFT AVENUE PASAY CITY",False,kcm@kcmmanpower.com,False,12/1/2007 to 11/30/2011,KCM INTERNATIONAL SERVICES & PLACEMENT AGENCY INC(FOR DGY INT`L SHIPTRADE) Private Employment Agency,True,CAROLINA YUTUC MATSUDA,False,Delisted,5252217,False,www.kcmmanpower.com,False
"RM 203-A, LBH BLDG, 1431 A. MABINI ST ERMITA, MANILA",False,pampofc@yahoo.com,False,10/30/2006 to 10/30/2010,KDC PLACEMENT AGENCY Private Employment Agency,True,ROQUE S. FADO,False,Cancelled,5362391/3828392,False,,True
"U-D&U-E 2/F BUSTAMANTE BLDG 144 DNA SOLEDAD AVE PARAÃ‘AQUE CITY, PARAÃ‘AQUE",False,,True,11/24/2010 to 5/23/2011,KDE OVERSEAS MANPOWER SERVICES CORP Private Employment Agency,True,JULITA L. VILLAREAL,False,Delisted,8239420/8239463,False,,True
"PAEZ BLDG 905 PADRE FAURA ST ERMITA, MANILA",False,,True,9/15/1986 to 9/15/1988,KELANTAN TECHNICAL MANAGEMENT AND PLACEMENT SERVICES Service Contractor,True,MR JOSE V MANIQUIZ JR,False,Forever Banned,,True,,True
"1ST & 2ND FLRS, KDL BLDG, 1461 PEDRO GIL ST PACO, MANILA",False,kenmorephilippines_inc@yahoo.com,False,8/20/2014 to 8/19/2018,KENMORE PLACEMENT INTERNATIONAL AGENCY INC FORMERLY KENMORE INTERNATIONAL P Private Employment Agency,False,ENGR LAILANIE L LUNA,False,Valid License,5244374/ 5266356/ 091751512623/ 09189648642/,False,www.kenmorephilippines_inc.com,False
"GF,6F,8/F&9F, ASEANA 2 BLG BRADCO AVE, ASEANA CITY PARAÃ‘AQUE",False,contact.ksi@vships.com,False,4/30/2017 to 4/29/2021,KESTREL SHIPPING INCORPORATED Manning Agency,False,KATHRYN S AGUIRRE,False,Valid License,8589900 / 8589918 / 8589917,False,www.vships.com,False
"3/F , SOLEMIL BLDG, 1248 J. BOCOBO STREET ERMITA, MANILA",False,info.keysplacement@gmail.com,False,9/15/2014 to 9/14/2018,"KEY`S PLACEMENT, INC. Private Employment Agency",False,IMELDA S ENRIQUEZ,False,Valid License,(02) 4843082/ 8802408/ 09175338928,False,www.keysplacement.com,False
"6/F & 7/F, RUFINO TOWER, 6784 AYALA AVE COR V.A LEGASPI VILLAGE, MAKATI",False,ortalani.tolledo@kgjs.no,False,11/26/2017 to 11/25/2025,KGJS FLEET MANAGEMENT MANILA INC (FOR WESTFLEET PHILS INC) Manning Agency,False,GEORGE MELJOE B FRANGE,False,Valid License,865-2000 / 09088686374,False,www.kgjs.ph,False
"2269 NAKAR ST SAN ANDRES, MANILA",False,corralnorma9@yahoo.com,False,7/6/2015 to 7/5/2019,KHALID INTERNATIONAL RECRUITMENT AGENCY Private Employment Agency,False,NORMA J CORRAL,False,Valid License,3532559/ 0920-5457820,False,,True
5246 VAN BURREN ST PIO DEL PILAR MAKATI,False,,True,2/15/2001 to 2/15/2003,KILALA INTERNATIONAL PLACEMENT AGENCY Private Employment Agency,True,RONALD C SANTIAGO,False,Delisted,4584000/ 8870121,False,,True
"S601 & 602, A.P. BLDG, #1563 F AGONCILLO ST MALATE, MANILA",False,kimobo_kips@yahoo.com.ph,False,3/22/2012 to 3/21/2016,"KIMOBO INTERNATIONAL PERSONNEL SERVICES, INC. Private Employment Agency",True,KIM SIMON C SIOSON,False,Cancelled,4843283/0929-2821042/0905-3026005,False,,True
"5/F ODC INT'L PLAZA 219 SALCEDO ST MAKATI CITY LEGASPI VILLAGE, MAKATI",False,,True,4/1/2016 to 3/31/2018,KINDEN PHILS CORPORATION Construction Contractor,False,ALEX B ARREZA,False,Valid License,8126440,False,,True
"U101 1F DIONES BLDG 3709 BAUTISTA ST COR CASINO ST PALANAN, MAKATI",False,ksimanpowerinc@gmail.com/ksiapply@gmail.com,False,7/21/2014 to 7/21/2018,KING SOLOMON INTERNATIONAL GLOBAL RECRUITMENT AND MANPOWER AGENCY INC Private Employment Agency,False,WENDELL M. SOLOMON,False,Valid License,8235532 / 8321805 / 09989595943 / 09175686420,False,,True
"U-A,GF, OSM II BLG, 1865 TAFT AVE COR REMEDIOS ST MALATE, MANILA",False,kingsmp01@gmail.com,False,3/26/2016 to 3/25/2020,KING`S MANPOWER SERVICES INC Private Employment Agency,False,MS EMELYN D RODULFA,False,Valid License,5229799,False,www.kingsmanpower.com,False
"88-C, 12TH AVENUE, CUBAO QUEZON CITY",False,kingdom2010@yahoo.com,False,5/22/2015 to 5/21/2019,KINGDOM INTERNATIONAL MANPOWER SERVICES INC (FORMERLY KINGDOM INTERNATIONAL Private Employment Agency,False,MILAGROS U ABUHUSSEIN,False,Valid License,7094029/7094028,False,,True
*15 CALLA LILY VERGONVILLE SUB PULANG LUPA II LP,False,,True,3/7/1999 to 3/5/2001,KINGLOON ERECTORS & NAVIGATION PHILS INC  Manning Agency,True,MS TARCIANA SANTOS NG,False,Delisted,5222454,False,,True
2646-D TAFT AVENUE MALATE MANILA,False,,True,9/4/1998 to 9/2/2000,KINGLOON ERECTORS AND NAVIGATION PHILIPPINES INC Service Contractor,True,MS TARCIANA SANTOS NG,False,Delisted,5222454 / 5224175,False,,True
M BLISS COMM`L CENTER 1198-C VITO CRUZ EXT MAKATI,False,,True,7/12/1986 to 9/14/1989,KINGSWAY INT`L PLACEMENT SERVICES CORP (CB LOTILLA MANPOWER CORP) Construction Contractor,True,MR MELGRE O GRANADA,False,Forever Banned,,True,,True
RM. 320 3/F PHOENIX BLDG. RECOLETOS ST. INTRAMURO,False,,True,8/2/2001 to 8/2/2003,"KINGWOOD INTERNATIONAL MARITIME SERVICES, INC. Manning Agency",True,ANICETO ADLAWAN,False,Delisted,4050115,False,,True
"99 JASMIN COR SCT REYES STS. ROXAS DISTRICT Q.C. ROXAS DISTRICT, QUEZON CITY",False,,True,9/12/2010 to 9/11/2014,"KIRSTEN RECRUITMENT, INC. Private Employment Agency",True,MARIDEE T BASCO,False,Delisted,(02)-709-9332,False,,True
STE 301 GIL PRECIOSA BLG #75 TIMOG AVE QUEZON CITY,False,kita@pworld.net.ph,False,12/5/2003 to 12/4/2007,"KITA TALENT MANAGEMENT, PROMOTIONS & SERVICES INC Private Employment Agency",True,BENJAMIN T DE LARA,False,Cancelled,4167779 / 4204870,False,,True
"RM-1 SOFRABELLE BLDG POB NORTE SAN CLEMENTE TARLAC TARLAC, TARLAC",False,,True,6/14/2008 to 12/13/2008,KIZUNA INTERNATIONAL RECRUITMENT SERVICES Private Employment Agency,True,MARIA THERESA T. RIVERA,False,Delisted,045-9343359,False,,True
"UNIT-A, 11F AND UNIT B (RW),5F VERNIDA IV BLG,128  SALCEDO VILLAGE, MAKATI",False,crew@kjcm.com.ph,False,6/19/2016 to 6/18/2020,KJCM MARITIME CORPORATION Manning Agency,False,ARTURO M. PACULDAR,False,Valid License,7515731 / 7516218 / 7516219,False,,True
"5F,FIVE E-COM CTR, HARBOR DR, MALL OF ASIA COMPLEX PASAY CITY",False,crewing@klaveness.com,False,12/4/2015 to 12/3/2019,"KLAVENESS MARITIME AGENCY, INC. Manning Agency",False,CHONA L VILLANOS,False,Valid License,478-5133,False,,True
"GF,#99 ILANG-ILANG ST. SALVADOR ESTATE SUCAT PARAÃ‘AQUE",False,,True,12/27/2003 to 12/26/2007,KMG INTERNATIONAL MANPOWER CORPORATION Service Contractor,True,MR REYNALDO GUEVARRA,False,Cancelled,8251549,False,,True
"2ND & 3RD FLOORS, THE GREGORIAN BLDG 2178 TAFT AVE MANILA",False,b.arcilla@ph.knutsenoas.com,False,5/7/2014 to 5/6/2018,KNUTSEN PHILIPPINES INC (FORMERLY NORTHERN CONFLUENCE SHIP MANAGEMENT INC) Manning Agency,False,BRYANT C ARCILLA,False,Valid License,5278556 / 09088869430,False,www.knutsenphilippines.com,False
3F THE MILE LONG BLDG AMORSOLO ST MAKATI CITY,False,,True,to 2/8/1990,KONE MACHINERIES PHIL INC  Construction Contractor,True,MR ERICO S PACABA,False,Delisted,871295 / 852274,False,,True
"ROOM 602, GEDISCO TERRACE, 1148 ROXAS BLVD ERMITA, MANILA",False,KONNEXIONCANADA@YAHOO.COM,False,9/19/2008 to 9/19/2012,KONNEXION INTERNATIONAL MANPOWER AGENCY Private Employment Agency,True,MA BELEN G DELA CRUZ,False,Cancelled,4469434/4843181,False,,True
"ROOM 305, GEDISCO TERRACE, 1148 ROXAS BLVD. ERMITA, MANILA",False,kookiesinternational@yahoo.com,False,10/20/2009 to 10/19/2013,KOOKIES INTERNATIONAL RECRUITMENT AGENCY INC Private Employment Agency,True,ARMANDO J. ZOLETA,False,Cancelled,484-2419,False,www.kookiesinternational.com,False
"GF HALA BLDG, 1836 LEON GUINTO ST. MALATE, MANILA",False,MEDX@YAHOO.COM,False,11/7/2010 to 5/6/2011,KOPOS-MEDX INTERNATIONAL INCORPORATED Private Employment Agency,True,WILFREDO C. DELOS SANTOS,False,Delisted,3029206/3029197 OR 98,False,,True
KM.16 SOUTH SUPERHIGHWAY PARANAQUE M.M.,False,,True,to 6/30/1982,KOPPEL INC  Construction Contractor,True,MR CONSTANTE VENTURA,False,Cancelled,8274948,False,,True
"U-802&803,PEARL OF THE ORIENT TWR,1240 ROXAS BLVD ERMITA, MANILA",False,info@korpilshipping.com,False,1/19/2017 to 1/18/2021,KORPIL SHIPMANAGEMENT AND MANNING CORPORATION (FOR INTER-PACIFIC Manning Agency,False,ELIAS Y. DE LOS REYES III,False,Valid License,5261186 TO 89 / 09178824719 / 09989730624,False,www.korpilshipping.com,False
"RM 501, DOÃ‘A FELISA SYJUCO BLDG, 1872 REMEDIOS ST  MALATE, MANILA",False,koseninternational@yahoo.com,False,12/10/2010 to 12/10/2014,KOSEN INTERNATIONAL INC Private Employment Agency,True,MICHELLE S. CANAMO,False,Cancelled,3106512,False,www.kosenjobs.com,False
"2-A, 1325 M. ADRIATICO STREET ERMITA, MANILA",False,kougen_manila@yahoo.com,False,4/15/2016 to 4/14/2020,KOUGEN INTERNATIONAL PROMOTION Private Employment Agency,True,MA CECILIA D TERMULO,False,Cancelled,310-2255/310-2266/310-2277/09399580125,False,,True
"RMS1&2(2F) LTC TOWER 1732 DIAN ST PALANAN, MAKATI",False,kp.manpower@yahoo.com,False,6/17/2007 to 6/16/2011,KP MANPOWER SERVICES CORPORATION  Private Employment Agency,True,RAMIL M MERCADO,False,Cancelled,7293262 TO 63/ 5501008,False,,True
"U201, ERISHA COND,1142 P OCAMPO SR AVE COR DIAN MALATE, MANILA",False,krisaie.international@yahoo.com,False,3/18/2016 to 3/17/2020,"KRIS-AIE INTERNATIONAL, INC. Private Employment Agency",False,AGNES V. GIMENEZ,False,Valid License,5244788/5281991,False,www.krisaieinternational.com,False
"U-701,702,708&709, PRESTIGE TWR, EMERALD AVE ORTIGAS, PASIG CITY",False,kci@krisalis.com.ph,False,10/23/2015 to 10/22/2019,KRISALIS CONSTRUCTION INC Construction Contractor,False,ANGEL S RACOMA,False,Valid License,6371582 TO 85,False,www.krisalis.com.ph,False
RM.202-205 2/F GEDISCO CTR 1564 A.MABINI ERMITA,False,,True,2/14/1992 to 2/14/1994,KRK INTERNATIONAL CO (FOR DP ELARDO SVC EXPORT & TRDG) Service Contractor,True,,True,Delisted,595778,False,,True
"5F & 6F, CORELA BUILDING, 3713 BAUTISTA STREET PALANAN, MAKATI",False,kevtrix2002@yahoo.com,False,3/27/2016 to 3/26/2020,KRONA INTERNATIONAL SERVICE SYSTEMS INC Private Employment Agency,False,MS ELSA U VILLA,False,Valid License,8907734 / 09277493928,False,www.kronacorp.com,False
"U-5 FELBETS BLDG KM7 DAVAO CITY DAVAO CITY, DAVAO DEL SUR",False,ktransc@yahoo.com,False,4/2/2012 to 10/1/2012,KS TRANSCARRIER MANAGEMENT CORP Manning Agency,True,DIONISIO S. CORBITA,False,Delisted,3003623,False,,True
"2619 G. DEL PILAR ST., SINGALONG MANILA",False,KTINTERNATIONALRECRUITMENTAGENCY@YAHOO.COM,False,2/14/2006 to 2/14/2007,KT INTERNATIONAL RECRUITMENT AGENCY Private Employment Agency,True,MR. KIM KUY S. CHAN,False,Delisted,431-4238,False,,True
