Address,Address Missing,Email Address,Email Missing,License Validity,Name,Negative Status,Official Representative,Representative Missing,Status,Tel No/s,Telephone Missing,Website,Website Missing
"U 2B,C&E BLG.,MINDANAO AVE. EXT,QC",False,,True,10/1/2000 to 9/30/2002,"BLESSING EMPLOYMENT AGENCY, CO. Private Employment Agency",True,MS EDNA B BAUTISTA,False,Delisted,4566797 / 4532325,False,,True
"U-201,202-204,209-211 DE LEON CTR, 1151 M H DEL PI ERMITA, MANILA",False,goldicon2016@gmail.com,False,11/7/2015 to 11/6/2019,"GOLD ICON RECRUITMENT AND PROMOTION, INC Private Employment Agency",False,,True,Valid License,5161003/ / 7088775/ 0922-5812569 (mobile),False,www.goldicon.com.ph,False
3F 145 MABINI COR DIMASALANG CALOOCAN CITY,False,,True,5/18/1998 to 5/16/2000,BGG INTERNATIONAL RECRUITMENT  Service Contractor,True,MS BECKY G GRAJO,False,Delisted,7414187 / 7115512,False,,True
NO. 142 MINDANAO AVE. QUEZON CITY,False,,True,4/6/2000 to 4/6/2002,AIRBUS MANPOWER SERVICES  Private Employment Agency,True,JOY G MAGDURULAN,False,Revoked,9208518 / 9208522,False,,True
UNIT 1 & 2 LOWER PENTHOUSE LEGASPI TOWERS PASEO,False,,True,7/31/1992 to 7/31/1994,FAIR TEAM PLACEMENT SERVICES INC.  Service Contractor,True,MARCIANO G PRADO,False,Delisted,8127029 / 8195137,False,,True
"UNIT 802 8F RICHBELT TOWER 17 ANNAPOLIS ST. GREENHILLS, SAN JUAN",False,MIHRI@PLDTDSL.NET,False,3/2/2004 to 3/1/2008,MAGSAYSAY INTERNATIONAL HUMAN RESOURCES INCORPORATED (FOR. STATESIDE NURSIN Private Employment Agency,True,ROSELLYN E MAGSAYSAY,False,Delisted,7272017,False,MAGSAYSAYINTERNATIONAL.COM,False
"RM301 3F AVE SQUARE GARDEN 532 UN AVE ERMITA, MANILA",False,,True,9/26/2006 to 9/26/2010,WORLDGOAL CORP Private Employment Agency,True,PURA SOCORRO L. RODRIGUEZ,False,Cancelled,,True,,True
"ROOM 201, MRS BUILDING, 1431 A. MABINI STREET ERMITA, MANILA",False,pljlmanpower_exporter@yahoo.com,False,4/21/2016 to 4/20/2020,PLJL MANPOWER EXPORTER INC (FORMERLY PLJL MANPOWER EXPORTER) Service Contractor,False,MS LILIA V HAGORILES,False,Valid License,522-0838 / 09217630332,False,,True
RM.10 RENADAR BLDG 1360 L.GUINTO ERMITA MLA,False,,True,12/24/1995 to 12/23/1997,MARITIME PROPAGATORS INC  Manning Agency,True,MR ROMEO PICCIO,False,Delisted,5244324 / 5243524,False,,True
"G/F 96 NEW YORK AVENUE, CUBAO QUEZON CITY",False,info@manpowerforum.com,False,3/7/2016 to 3/6/2020,SCS PLACEMENT SERVICES INC Private Employment Agency,False,GETULIO ANTONIO BOTE III,False,Valid License,9136104/ 09175297879,False,www.manpowerforum.com,False
2F MILANDRE CTR. 982 QUEZON AVE. QUEZON CITY,False,,True,3/8/1998 to 3/6/2000,JOBLINK INTERNATIONAL INCORPORATED  Service Contractor,True,EVELYN M ARREO,False,Delisted,3736937 / 3736939,False,,True
"U-3 METROPOLITAN TOWNHOMES, 1055 METROPOLITAN AVE MAKATI",False,gmariomar@gmail.com,False,8/4/2015 to 8/3/2019,MARIMAR SHIPPING AGENCY CORPORATION Manning Agency,False,CAPT MARIO C. GALANG,False,Valid License,8976364 TO 65/ 09175403069,False,,True
1253 PENAFRANCIA ST COR P. QUIRINO AVE EXT PACO,False,soledad@pldtdsl.net/lidros@pldtdsl.net,False,12/18/2002 to 12/17/2006,LIDROS SERVICE CONTRACTOR INC (JS SERVICE CONTRACTOR) Service Contractor,True,MS SOLEDAD SM DEL ROSARIO,False,Cancelled,5631940/5220746/5639008,False,www.lidros.net,False
152-154 LOPEZ RIZAL ST MANDALUYONG MM,False,,True,to,RICONSU INTERNATIONAL CONSTRUCTION INC  Construction Contractor,True,MR JOSE GOCHOCO,False,Inactive,,True,,True
"4C,D&E,N.T. CTR, ALABANG-ZAPOTE, TIERRA NUEVA VILL CUPANG, MUNTINLUPA",False,taifil.manpower.sc@gmail.com,False,7/8/2015 to 7/7/2019,TAI-FIL MANPOWER SERVICES CORP Private Employment Agency,False,JUDITO S. LADERA,False,Valid License,5117381,False,,True
"S501 5F 1377 A MABINI COR STA MONICA ST ERMITA, MANILA",False,aumsimla@pldtdsl.net,False,6/24/2004 to 6/23/2008,AU MANAGEMENT SERVICES INC Manning Agency,True,MS AMELITA N GUINTO,False,Delisted,5223854/525-1205,False,www.aumsi.com,False
RM.501 NFWC BLDG 962 JL ESCODA SAN MARCELINO ERMIT,False,,True,9/8/1989 to 9/8/1993,TEAMSHIP MANAGEMENT INC  Manning Agency,True,MS MARGARITA M VILLARANTE,False,Delisted,575041,False,,True
3794 CUENCA ST PALANAN MAKATI CITY,False,,True,8/25/1992 to 8/25/1996,RESMA AMORA PLACEMENT  Service Contractor,True,WENEFREDA RESMA AMORA,False,Delisted,8313304 / 8331718,False,,True
"2F ASIAN PLAZA 1 COND SALCEDO VILLAGE, MAKATI",False,,True,9/11/1986 to 9/11/1988,APEX PHILIPPINES CONSTRUCTION & DEVELOPMENT CORPORATION Construction Contractor,True,MR EMILIANO R CARUNCHO JR,False,Delisted,,True,,True
"GF U3 OF 2F #429 ARQUIZA COR P GUERRERO ERMITA, MANILA",False,,True,9/21/2002 to 9/20/2006,MANILA MANPOWER SERVICES CORPORATION Private Employment Agency,True,CAPT EDGARDO P. SAGAIDORO,False,Cancelled,5239749/ 3022783,False,,True
"3F U-4-B 2686 SOUTH AVE, OLYM- PIA VILL MAKATI",False,,True,4/19/1999 to 4/19/2001,REGINA PERSONNEL MANPOWER INC.  Private Employment Agency,True,PAMELA J BERGANTIN,False,Delisted,8968542 / 8901217,False,,True
103 COMFOODS BLDG G.PUYAT AVE COR P.TAMO MAKATI MM,False,,True,to 10/26/1985,SAUPHIL INTERNATIONAL INTEGRATED SERVICES Service Contractor,True,MR EUFRONIO A CATALAN,False,Forever Banned,855661,False,,True
"MALGAPO ST. SAN VICENTE, GAPAN, NUEVA ECIJA",False,,True,3/18/1995 to 11/18/1995,APOLLO OVERSEAS MANPOWER SERVICES  Private Employment Agency,True,MYRA TORRES,False,Delisted,,True,,True
"2F AMV BLDG 1748 EVANGELISTA ST MAKATI CITY BANGKAL, MAKATI",False,ANGELICA-LIQUIGAN@SCHULTE-ENERGY.COM,False,2/16/2010 to 2/16/2011,SCHULTE ENERGY SERVICES PHILIPPINES INC Private Employment Agency,True,NARCISSUS L. DURAN,False,Delisted,8565097,False,,True
"GF & 2F 1853 E. RODRIGUEZ SR. AVE. CUBAO, QUEZON CITY",False,,True,9/6/2000 to 9/27/2002,FUNCTIONAL SERVICES INC Private Employment Agency,True,MR MELITON V SALAZAR,False,Denied Renewal,7258632-73,False,,True
"607-611DE LEON, 1151MH DEL PILAR COR NS DE GUIA ERMITA, MANILA",False,info@glshipmanagement.com,False,11/21/2016 to 11/20/2020,G & L SHIPMANAGEMENT INC (FORMERY LIGHTHAUS CREWING CORP (FOR FILNAVAL) Manning Agency,False,ROMEO M. PATINO,False,Valid License,8555360,False,www.lighthaus.ph,False
ELENA BLDG 1806 SINGALONG ST COR NAKPIL MALATE MM,False,,True,2/13/1996 to 2/12/1998,GOLDLAND MANPOWER CO INC (FOR FIRST INT`L TRDG & GEN SVCS ) Private Employment Agency,True,,True,Delisted,599725 / 595115,False,,True
"R307-308 3/F JADE BLDG 71 AURORA BLVD QUEZON CITY DOÃ‘A IMELDA, QUEZON CITY",False,recruitment@metroglobalsearch.com,False,10/6/2015 to 10/5/2019,METRO GLOBAL SEARCH INTERNATIONAL NETWORK CORP Private Employment Agency,False,JASMIN S LIM,False,Valid License,254-3562,False,,True
SUITE 101 DCG BLDG LEGASPI ST LEGASP VILL MAKATI,False,,True,7/18/1986 to 7/18/1988,PELARAM CONSTRUCTION CO  Construction Contractor,True,ENGR PELAGIO D ARAMBULO,False,Forever Banned,884645,False,,True
"UNIT A 102 TO 105 LJHENSON BUILDING 494 SOLDADO ST ERMITA, MANILA",False,goldenfaith.recruitment@gmail.com,False,11/8/2017 to 11/8/2019,GOLDEN FAITH INTERNATIONAL EMPLOYMENT SERVICES CO Private Employment Agency,False,MARTHA O TULANG,False,Valid License,(02) 5628617 / 09267287506 / 09238074216,False,www.goldenfaithrecruitment.com,False
755 MA.CLARA ST MANDALUYONG CITY,False,,True,2/15/1995 to 5/26/1996,"COMM TECHNOLOGY PHILS.,INC.  Private Employment Agency",True,RODOLFO A BACAR,False,Delisted,5314977,False,,True
SEASTAR HOUSE 750 VITO CRUZ MALATE MANILA,False,,True,6/24/2002 to 6/23/2004,SEASTAR MARINE SERVICES INC Manning Agency,True,CAPT CICERO L MALUNDA,False,Delisted,5257575/ 5233625,False,,True
"UNIT II,2F,1620 J.BOCOBO ST MALATE, MANILA",False,,True,5/9/2004 to 5/8/2008,GOLDEN LINE INTERNATIONAL AGENCY Private Employment Agency,True,MERCEDITA C CRUZ,False,Delisted,5210946/ 5233064,False,,True
"RMS 201-202 CABRERA BLDG I, 130 TIMOG AVENUE SACRED HEART, QUEZON CITY",False,info@marinduquena.com/marinduquena.recruitment@gma,False,10/30/2014 to 10/30/2018,MARINDUQUENA INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,False,RANDY D SANTOS,False,Valid License,3109930 / 3666473 / 09998816122,False,www.marinduquena.com,False
"S1405 & 1406, ERMITA CENTER BLDG 1350 ROXAS BLVD ERMITA, MANILA",False,manila@avatarmaritime.com/crew@avatarmaritime.com,False,9/9/2016 to 9/8/2020,ADMIMAN MANNING INC Manning Agency,False,MARIA CELESTE E SAGOSO,False,Valid License,5672282/5672292/5672922/ 09292884273/09271497318,False,www.avatarmaritime.com,False
2612-A ARELLANO ST MALATE MLA,False,globalbuss@pacific.net.ph,False,6/23/2003 to 6/22/2007,"GLOBAL BUSINESS WORLD CO., INC.  Private Employment Agency",True,MARIE CIELO M BUENA,False,Delisted,3030762/ 4007142,False,,True
GIT BLDG 509 MENDOZA ST QUIAPO MANILA,False,,True,to,BG SPECIALIST PLACEMENT SERVICES  Authority to negotiate,True,MR BONITO DE GUZMAN,False,Cancelled,,True,,True
87 BONNIE SERRANO AVENUE QUEZON CITY,False,,True,11/22/1994 to 11/22/1996,VIA ASIA SERVICES CORPORATION  Private Employment Agency,True,MR VICENTE G PONCE JR,False,Delisted,7225851 / 7225852,False,,True
3F&4F (LW) RIZAL TOWERS 4474 SINGIAN ST MAKATI,False,,True,8/2/2002 to 8/1/2004,"RIZAL INTERNATIONAL SHIPPING SERVICES, INC. Manning Agency",True,ROLANDO ANTIPORDA,False,Delisted,8999219/ 8993907,False,,True
"UNITS 203 & 205, 2/F, AUSSIE TOWER, 1418 M.H. DEL  ERMITA, MANILA",False,operations@crii.ph / hr@crii.ph,False,1/30/2015 to 1/29/2019,CONTINUOUS RESOURCES INTERNATIONAL INC.(FOR. PSK INTL. INC.) Private Employment Agency,False,NESTOR S. ASTORGA,False,Valid License,(02) 5258361 / 9954997,False,www.crii.ph,False
U2204 ATLANTA CTR COND 31 ANNAPOLIS ST GREENHILLS SAN JUAN,False,,True,9/5/2016 to 9/4/2020,SEAHOUSE FISHERY AND AQUATIC RESOURCES INC (FOR SEAHORSE FISHERY & AQUATIC Manning Agency,False,ROBERT T. TIU,False,Valid License,7443101/7443102,False,,True
"1566-B,RMS.202-209,215,217,302 315 & 410 GEDISCO",False,,True,10/17/1993 to 10/16/1995,SEARCH MANAGEMENT CORPORATION  Private Employment Agency,True,,True,Delisted,592248 / 5218179,False,,True
"290 CASA ROCHA BLDG 290-292 GEN LUNA STREET INTRAMUROS, MANILA",False,rocha@cfsharp.com,False,6/6/2013 to 6/5/2021,CF SHARP CREW MANAGEMENT INC Manning Agency,False,MIGUEL ANGEL V ROCHA,False,Valid License,5276031 - 60/ 09189181082,False,www.cfsharp.com,False
"RM 39 & STE 1 MIDLAND PLAZA COND M ADRIATICO ST ERMITA, MANILA",False,EBL_INTERNATIONAL@YAHOO.COM/EBL32005@HAOO.COM,False,4/18/2004 to 4/17/2008,"EBL INTERNATIONAL MANPOWER SERVICES, INC Private Employment Agency",True,RODRIGO C. COLLADO,False,Cancelled,3033649,False,,True
1955 L.GUINTO ST MALATE MANILA,False,,True,11/9/1997 to 11/8/1999,SUNTECH INTERNATIONAL INC (FOR.SUNTECH MANP RECT AGENCY INC) Private Employment Agency,True,MR ROMUALDO PASCUA,False,Delisted,5246198,False,,True
111 MAYFAIR CENTER BLDG MCC MAKATI M.M.,False,,True,to,PACIFIC CONSULTANTS INC  Service Contractor,True,MR RODOLFO VILLAVICENCIO,False,Cancelled,877295 / 867956,False,,True
"U1410 ROBINSON EQUITABLE TWR 14 ORTGS AVE ORTIGAS, PASIG CITY",False,,True,8/23/2015 to 8/22/2019,GLOBAL OFFSHORE & MARINE MANPOWER SOLUTION (GOMMS) INC Manning Agency,False,CAPT HENRIK T BAES,False,Valid License,636-5687/634-8884/0915-9578787 (mobile),False,,True
NICE CMPD. 2178 TAFT AVENUE MANILA,False,,True,7/7/1995 to 1/7/1996,"SILVER LININGS INTERNATIONAL SERVICES, INC. Private Employment Agency",True,MS ROSARIO RAMIREZ,False,Delisted,5252306,False,,True
S2B 2F ALBAR BLDG 425 A.FLORES ST ERMITA MANILA,False,,True,5/19/1994 to 5/19/1996,LASCO INTERNATIONAL MANPOWER AGENCY INC  Private Employment Agency,True,MS FREDELINA M LASCO,False,Delisted,593222,False,,True
1991 UNIT-J WARDLY BLDG TAFT AV COR SN.JUAN PASAY,False,,True,11/7/2001 to 11/6/2003,LPS INTERNATIONAL RESOURCES INC (FOR EVERBEST MANPOWER SVCS ) Private Employment Agency,True,PAMELA KRISTINE SIA,False,Delisted,5124684 / 5124685,False,,True
"901 J L ESCODA ST COR L GUINTO ERMITA, MANILA",False,,True,to 10/31/1982,ARTEL MANAGEMENT & SERVICES INC  Authority to negotiate,True,MR ERNESTO M MANAOIS,False,Cancelled,,True,,True
RM.202 2/F QUINTO BLDG.NO.37 T.MORATO AVE QC,False,,True,8/23/1994 to 2/23/1996,CORONA INTERNATIONAL MANAGEMENT SERVICES Private Employment Agency,True,DR MARLON A MAGHARI,False,Delisted,771175,False,,True
"U-GF-B & U-2A (2F), TRANS-PHIL HOUSE, 1177 CHINO R MAKATI",False,gutsintl_staff@ymail.com,False,9/30/2011 to 9/29/2015,GUTS INTERNATIONAL SERVICES CORPORATION (FORMERLY AL HARAMAIN INTERNATIONAL Private Employment Agency,False,LAYLA M. OSAYLAN,False,Valid License,8226692/8233361/9257571/4758718,False,,True
2157 RIZAL AVE COR BATANGAS ST STA CRUZ MANILA,False,,True,to 7/22/1982,DIAMOND INTERNATIONAL (CLOVER INT`L)  Private Employment Agency,True,,True,Cancelled,,True,,True
S-310 VALGOSONS REALTY BLDG 2151 P.TAMO MAKATI,False,,True,to 7/6/1990,INFRABUILDERS & MANPOWER DEVELOPMENT SERVICES Private Employment Agency,True,MS LUDIVINA A TORRES,False,Cancelled,5217818,False,,True
"3/F, JEMARSON BLDG., 1618 P. HIDALGO LIM ST. MALATE, MANILA",False,hrd@hrdemployment.com / jobs@hrdemployment.com,False,7/8/2014 to 7/7/2018,"HRD EMPLOYMENT CONSULTANT AND MULTI-SERVICES, INC. Private Employment Agency",False,NORA B. BRAGANZA,False,Valid License,5250280/ 5235455,False,www.hrdemployment.com,False
"S-501 AP BLDG 1563 F.AGONCILLO COR P.GIL MALATE, MANILA",False,,True,2/23/1989 to 2/23/1997,PHILCASA SERVICES CORPORATION  Service Contractor,True,MR EUSEBIO S LAURAYA,False,Delisted,5905601,False,,True
"S2153-A & B TAFT BUSINESS CTR TAFT AVE MALATE, MANILA",False,,True,8/22/2007 to 8/21/2011,AL-ETKHAN HUMAN RESOURCES & MANPOWER DEVELOPMENT Private Employment Agency,True,SUSAN C AL-DHALAIN,False,Cancelled,5212-233/5284867,False,,True
"2F TEMPUS PLACE CONDO II MATALINO ST DILIMAN, QUEZON CITY",False,,True,3/13/2002 to 2/20/2004,WORKERS PLACEMENT AND PROTECTION CORPORATION Private Employment Agency,True,ATTY EDCEL LAGMAN,False,Delisted,4335353 LOC 14 & 26,False,,True
"4F U-E F G&H CALAMBA EXEC CTR CROSSNG BGY I CALAMBA CITY, LAGUNA",False,,True,9/2/2008 to 3/1/2009,FAITH IN GOD RECRUITMENT & PLACEMENT INTERNATIONAL Private Employment Agency,True,RUBY P. MONTALBO,False,Delisted,(049) 5459290 TELEFAX,False,,True
2976 3F PNB BLDG MEXICO AVE PASAY CITY,False,,True,5/29/1996 to 5/28/1998,EIGHT SEASONS RECRUITMENT AND PLACEMENT AGENCY INC. Private Employment Agency,True,MR. PIERINO B. RATIGLIA,False,Delisted,,True,,True
"GF,6F,8F&9F, ASEANA 2 BLG, BRADCO AVE, ASEANA CITY PARAÃ‘AQUE",False,MNLTMGRNSMSC@vships.com,False,2/24/2014 to 2/23/2018,NORTH SEA MARINE SERVICES CORP Manning Agency,False,KATHRYN SALVADOR AGUIRRE,False,Valid License,8589888,False,,True
SUITE 302 EARTHRISE CONDO JAVIER ST MAKATI MM,False,,True,10/15/1991 to 10/15/1993,ZELBARRY HOLDINGS STRUCTURAL ENGINEERING  Service Contractor,True,MS SYLVIA DELA SERNA,False,Delisted,8131861,False,,True
# 15 CALLA LILY ST VERGONVILLE SUBD LAS PINAS CITY LAS PIÃ‘AS,False,SIXSIGMAGLOBAL@YAHOO.COM,False,7/11/2009 to 1/10/2010,SIX SIGMA GLOBAL MANAGEMENT & GENERAL SERVICES CORP Private Employment Agency,True,TARCIANA S. NG,False,Delisted,8734971/8733614,False,,True
RM 201 RAMAN COND 1130 P TAMO COR KAMAGONG ST MAKATI,False,,True,10/4/1993 to 10/3/1995,AL-MUSSADIQ PLACEMENT CORPORATION  Private Employment Agency,True,ATTY CELSO PALMA,False,Delisted,852561,False,,True
B60 L2 PH4 BAYANI RD FORT BONIFACIO TAGUIG,False,,True,12/27/2006 to 6/27/2007,WINBELL INTERNATIONAL MANPOWER SERVICE INC Private Employment Agency,True,JULIET A. HOSOGAI,False,Delisted,8893981 TELEFAX,False,,True
"4536 CASINO ST COR NEGROS ST PALANAN, MAKATI",False,,True,to 12/12/1985,TSL SHIPPING & MARINE SERVICES INC  Manning Agency,True,MR TEODORO S LERIN,False,Forever Banned,,True,,True
508 UNLAD COND GEN MALVAR COR TAFT AVE MANILA,False,,True,2/3/1987 to 2/3/1989,ARB PLACEMENT HOUSE RECRUITING AGENCY  Private Employment Agency,True,MR ANTONIO R BELTRAN,False,Delisted,586888,False,,True
"#42(L14B20)DAO ST ST.ANTHONY SUBD BGY SN ISIDRO TAYTAY, RIZAL",False,,True,1/13/2003 to 1/12/2007,CHANCE RESOURCES & TRADING SERVICES CO. Private Employment Agency,True,LILA B MACAPINLAC,False,Delisted,2842532/2842531,False,,True
"910-A PADRE FAURA COR L.GUINTO ST ERMITA, MANILA",False,,True,to 4/29/1988,WILL`S INTERNATIONAL PLACEMENT & PROMOTIONS Private Employment Agency,True,MR WILFREDO C HIZON,False,Forever Banned,,True,,True
"3/F 1220 CARDONA ST., RIZAL VILLAGE MAKATI",False,BREEDSTARCORP@YAHOO.COM,False,8/19/2006 to 2/19/2007,BREEDSTAR MANPOWER CORP Private Employment Agency,True,ALEJANDRO M. GUTIERREZ,False,Delisted,8725388/8725042,False,,True
"57 A BETTY GO BELMONTE ST CUBAO, QUEZON CITY",False,,True,4/2/2002 to 4/2/2004,INTER RESOURCES RECRUITMENT AGENCIES CO INC Service Contractor,True,NELLIE F. FAGYAN,False,Cancelled,4155283/7215745/4169327,False,,True
2F VALENZUELA BUILDING 263 REAL ST PAMPLONA TRES LAS PIÃ‘AS,False,,True,3/2/2016 to 12/1/2016,DREAMWORK CONSTRUCTION INC Construction Contractor,False,ROBERTO S CONCEPCION,False,Valid License,,True,,True
"3&4F MARCONI BLG.2236 MARCONI ST. SAN ISIDRO, MAKATI",False,kazunap@globelines.com.ph,False,6/15/2004 to 6/14/2008,MUGEN INTERNATIONAL PROMOTIONS INC Private Employment Agency,True,ANNALIZA F MATSUMOTO,False,Delisted,728-9752/729-5427,False,,True
RMS 316&318 BF CONDO BLDG A. SORIANO AVE IN`MUROS,False,,True,2/18/2002 to 2/17/2004,"LMS MANNING, INC.  Manning Agency",True,CAPT DONATO P MARFIL,False,Delisted,5275854,False,,True
"GF,2F,3F&4F, SUBARU BLDG, 2195 G.G. CRUZ COR M. RO BACLARAN, PARAÃ‘AQUE",False,subaru_inc@yahoo.com,False,7/12/2015 to 7/11/2019,"SUBARU ENTERPRISES, INC. Private Employment Agency",False,DANTE B SAMSON,False,Valid License,8523885 TO 86/8548284,False,,True
"S605&609 (6F) & S507 (5F), AP BLDG 1563 F AGONCIL ERMITA, MANILA",False,easywayinternational_123@yahoo.com,False,5/24/2013 to 5/24/2017,EASYWAY INTERNATIONAL RECRUITMENT AGENCY CO Private Employment Agency,True,AMADOR C PINEDA JR,False,Cancelled,255-4890,False,,True
"4/F NAESS HOUSE 2215 LEON GUINTO ST MALATE, MANILA",False,info@navis.ph,False,8/7/2014 to 8/6/2018,NAVIS MARITIME SERVICES INC Manning Agency,False,ORPHA C ARENDAIN,False,Valid License,5252161/ 09175417584/ 09399133196,False,www.nordic-maritime.no,False
479 QUIRINO AVE BACLARAN PARANAQUE M.M.,False,,True,to 6/28/1985,KALMAR CONSTRUCTION  Construction Contractor,True,MS ADELAIDA KALUBIRAN,False,Forever Banned,,True,,True
2/F BANCO DE ORO BLDG NO.88 N DOMINGO ST SN JUAN,False,,True,3/29/1996 to 3/28/1998,MS CATAN PLACEMENT AGENCY INC  Private Employment Agency,True,,True,Delisted,7261536,False,,True
FEMII BLDG ADUANA ST INTRAMUROS MANILA,False,,True,to 3/7/1977,FAREAST MANAGERS & INVESTORS INC  Service Contractor,True,MR ALBERTO D VELEZ,False,Cancelled,,True,,True
45 J B MIGUEL ST BO BAMBANG PASIG M.M.,False,,True,1/10/1986 to 1/10/1988,MULMAC INDUSTRIAL CONSTRUCTION CORPORATION Construction Contractor,True,MR ENRIQUE B LAGDAMEO,False,Delisted,893111 / 866870,False,,True
GF&2F ARMS CTR PASCUAL COMP DR A SANTOS AVE SUCAT PARAÃ‘AQUE,False,,True,7/20/2002 to 7/19/2006,EVM SKILLS MANAGEMENT SERVICES INC Service Contractor,True,MS GRACE M. CABRERA,False,Delisted,8259973/ 8259975,False,,True
"RM214 MERCHANT BLG,509 P.FAURA ST,ERMITA,MLA ERMITA, MANILA",False,irdcorporation@yahoo.com,False,3/8/2016 to 3/7/2020,INTERNATIONAL RESOURCE DEVELOPMENT CORPORATION(FORMERLY INTL RESOURCE DEVT) Service Contractor,False,,True,Valid License,521-3662/521-1879/ 09156111902,False,,True
"UNIT 1801, OMM-CITRA BLDG, 39 SAN MIGUEL AVENUE, O PASIG CITY",False,info@abcgemsph.com,False,3/15/2015 to 3/14/2019,ABC GLOBAL EMPLOYMENT & MANPOWER SERVICES INC (FORMERLY SMITH BELL MANPOWER Private Employment Agency,False,SARA SD DUMANIL,False,Valid License,6367092/ 5719448/ 5718178,False,www.abcglobalemployment.com,False
"1726 RD 2 ST. COR. RD 7 ST., FABIE ESTATE STA. ANA, MANILA",False,smc.philippines@yahoo.com,False,2/13/2015 to 2/12/2019,SMC MANPOWER AGENCY PHILIPPINES COMPANY Private Employment Agency,False,ROGELIO M LANSANG,False,Valid License,5610405/ 09999979715/ 09175429545,False,www.smcgroupcompany.com,False
BFS BLDG 5781 ZOBEL ROXAS AVE MAKATI CITY,False,,True,8/12/1988 to 8/12/1994,BING SOLEDAD MULTISKILLS INTERNATIONAL INCORPORATED (MULTI SKILLS INT`L ) Private Employment Agency,True,MR BERNABE F SOLEDAD JR,False,Delisted,5210341 / 5210343,False,,True
"94 GIL PUYAT AVE.  MAKATI, MAKATI",False,MHEYMAN_MANPOWER@yahoo.com,False,9/22/2006 to 9/21/2010,MHEYMAN MANPOWER INTERNATIONAL Private Employment Agency,True,ELENA M BUENAVENTURA,False,Cancelled,729-4029; 7294028,False,,True
"U-A5 5/F SINAGOGA BLDG. SINAGOGA ST MALATE, MANILA",False,,True,12/14/2001 to 12/13/2003,HELPING HAND STAFFING MANAGEMENT INC Private Employment Agency,True,GERALDINE E ABDUL RAHMAN,False,Cancelled,5233336/ 5230406,False,,True
2F J.MORALES BLDG 1229 B`NGAS ST BGY SN ISIDRO MKT,False,jemmar-ippi@pacific.net.ph,False,2/1/2003 to 1/31/2009,JEMMAR INTERNATIONAL PLACEMENT & PROMOTIONS INC Private Employment Agency,True,MS IMELDA RAMIREZ KUSHIDA,False,Delisted,8438736 / 8438747,False,,True
"GF&2F(LW)&GF,MF,R201&301(RW) 867&869 A.P. BLG SAMPALOC, MANILA",False,unooverseas@icloud.com,False,11/4/2014 to 11/3/2018,UNO OVERSEAS PLACEMENT INC. ( FORMERLY MECPHIL OVERSEAS PLACEMENT AGENCY Service Contractor,False,ELVIRA A PINEDA,False,Valid License,7320831 / 7430642 / 09985935438,False,www.unoph.com,False
APT C-2 23 DAPITAN COR DE ALEJOS STS QUEZON CITY,False,,True,4/11/2002 to 4/10/2004,L.M.R. NURSING RECRUITMENT SERVICES INC Private Employment Agency,True,EDUARDO RANCHERO,False,Delisted,7838955,False,,True
G/F A&N BLDG 23 SAN JOSE ST JARO ILOILO CITY,False,,True,3/8/1996 to 3/7/1998,CENTER FOR GLOBAL OPPORTUNITIES DEVELOPMENT INC Service Contractor,True,"ANGEL L. DE LEON, JR.",False,Delisted,332705 / 4000000,False,,True
"UNIT 902, 9/F, SUMMIT ONE TOWER, 530 SHAW BLVD. MANDALUYONG",False,marissa_saludo@rururecruitment.com,False,12/5/2017 to 12/4/2021,RURU GLOBAL RECRUITMENT SERVICES INC Private Employment Agency,False,MARIA SALVACION D. SALUDO,False,Valid License,4099975/ 5318505 / 2256273/ 3549612/ 09399148841,False,www.rururecruitment.com,False
"No. 888 C RAYMUNDO AVE MAYBUNGA, PASIG CITY",False,,True,11/28/1999 to 11/27/2001,ALBEE SERVICES INTERNATIONAL CORP. (FOR. AL-JM SVCS. INT`L.) Private Employment Agency,True,ALFREDO B BENITEZ,False,Delisted,9150388 / 9150649,False,,True
"1554, 1555-B & 1566 GEDISCO CTR 1564 A MABINI ST. ERMITA, MANILA",False,YHMD@PWORLD.NET.PH & CONTACT@YHMD.COM,False,2/28/2011 to 12/17/2018,"Y HMD INTERNATIONAL MANPOWER SERVICES, INC.(FOR: HMD INTL MANP SVCS) Private Employment Agency",False,MA TERESA S DAWUD,False,Valid License,5252860 / 63/ 5251135/ 4006781/ 4006778/ 5239996/9,False,WWW.YHMD-MANPOWER.COM,False
3F LRT NORTHMALL BLDG RIZAL AVE EXT KALOOKAN,False,,True,8/13/1999 to 8/11/2001,POWER PICK INTEGRATED SERVICES  Private Employment Agency,True,TERESITA M DIMALANTA,False,Delisted,3676716 / 3633651,False,,True
139-F AURORA BLVD SAN JUAN,False,,True,3/22/1996 to 9/21/1998,"STRONGHOLD INTERNATIONAL SERVICES, INC. Private Employment Agency",True,MR ORLANDO D ESPIRITU,False,Suspended (Document Processing),4980009/4003652,False,,True
RMS.203 & 204 EDSOL SEYER 1175 A.MABINI ERMITA,False,,True,4/21/2000 to 4/20/2002,"AL AMIN INTERNATIONAL MANPOWER SERVICES, INC. Service Contractor",True,MR AMIN S ALI,False,Delisted,5247298/ 5247310,False,,True
